StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,Quarter,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,439,888,4226,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,439,888,4226,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,56,0,5497,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Monthly,2/1/21,2/28/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,PreK-3: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom; 4-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3887,1666,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,3/1/21,3/6/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,PreK-3: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom; 4-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3887,1666,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,3/7/21,3/13/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,PreK-3: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom; 4-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3887,1666,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,PreK-3: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom; 4-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3887,1666,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,PreK-3: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom; 4-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3887,1666,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,PreK-3: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom; 4-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3887,1666,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3887,1666,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3943,1610,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3943,1610,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3943,1610,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3943,1610,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3943,1610,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3943,1610,567,
Maryland,MD,District,No,,,,,Caroline,Regular local school district,2400180,MD-05,5553,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,PreK-12: 4 full days every other week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,3943,1610,567,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,17198,7370,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,17198,7370,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,17198,7370,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,17198,7370,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Monthly,1/1/21,1/31/21,Q2,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,14102,10220,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Monthly,2/1/21,2/28/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,18426,0,6142,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,3/1/21,3/6/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,18426,0,6142,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,3/7/21,3/13/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,18426,0,6142,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,PreK-5: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; 6-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,18426,0,6142,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,18426,0,6142,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,18426,0,6142,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,18426,0,6142,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,246,17935,6388,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,246,17935,6388,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,246,17935,6388,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,246,17935,6388,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,246,17935,6388,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,246,17935,6388,2359,
Maryland,MD,District,No,,,,,Carroll,Regular local school district,2400210,MD-06,24568,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,246,17935,6388,2359,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,8831,5887,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,8831,5887,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,8831,5887,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,8831,5887,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,736,0,13982,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Monthly,2/1/21,2/28/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,3/1/21,3/6/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,3/7/21,3/13/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Cecil,Regular local school district,2400240,MD-07,14718,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,10597,0,4121,1473,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,26768,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,26768,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,26768,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,26768,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,26768,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Monthly,2/1/21,2/28/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,3480,0,23288,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,3/1/21,3/6/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,3480,0,23288,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,3/7/21,3/13/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,3480,0,23288,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,3/14/21,3/20/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,3480,0,23288,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,3/21/21,3/27/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,3480,0,23288,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,3/28/21,4/3/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,4/4/21,4/10/21,Q4,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,4/11/21,4/17/21,Q4,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Charles,Regular local school district,2400270,MD-08,26768,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,9529,17239,2457,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,4662,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,4662,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,4662,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,4662,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,4662,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Monthly,2/1/21,2/28/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"Three options offered: Students (in all grades) could attend for either 1, 2, or 4 days a week starting on February 16",,,,0,2284,2378,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,3/1/21,3/6/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"Three options offered: Students (in all grades) could attend for either 1, 2, or 4 days a week starting on February 17",,,,0,2284,2378,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,3/7/21,3/13/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"Three options offered: Students (in all grades) could attend for either 1, 2, or 4 days a week starting on February 18",,,,0,2284,2378,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"Three options offered: Students (in all grades) could attend for either 1, 2, or 4 days a week starting on February 19",,,,0,2284,2378,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"Three options offered: Students (in all grades) could attend for either 1, 2, or 4 days a week starting on February 20",,,,0,2284,2378,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"Three options offered: Students (in all grades) could attend for either 1, 2, or 4 days a week starting on February 21",,,,0,2284,2378,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"Three options offered: Students (in all grades) could attend for either 1, 2, or 4 days a week starting on February 22",,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; other grades options of 1, 2, or 4 days",,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Dorchester,Regular local school district,2400300,MD-09,4662,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,2005,2657,530,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,2161,41060,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,2161,41060,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,2161,41060,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,2161,41060,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,43135,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Monthly,2/1/21,2/28/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,26365,16856,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,3/1/21,3/6/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,26365,16856,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,3/7/21,3/13/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,26365,16856,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,26365,16856,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,26365,16856,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,26365,16856,3858,
